gene_id	gene_short_name	chr	gene_biotype	DFL	DFL_Del(CBS1)_l2fc	DFL_Del(CBS1)_padj	DFL_Del(CBS1-2)_l2fc	DFL_Del(CBS1-2)_padj	DFL_Del(CBS1-3)_l2fc	DFL_Del(CBS1-3)_padj	DFL_Del(CBS1-4)_l2fc	DFL_Del(CBS1-4)_padj	DFL_Del(CBS1-5)_l2fc	DFL_Del(CBS1-5)_padj	PFL	PFL_Del(CBS1)_l2fc	PFL_Del(CBS1)_padj	PFL_Del(CBS1-2)_l2fc	PFL_Del(CBS1-2)_padj	PFL_Del(CBS1-3)_l2fc	PFL_Del(CBS1-3)_padj	PFL_Del(CBS1-4)_l2fc	PFL_Del(CBS1-4)_padj	PFL_Del(CBS1-5)_l2fc	PFL_Del(CBS1-5)_padj
ENSMUSG00000026077	Npas2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073702	Rpl31	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003134	Tbc1d8	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003135	Cnot11	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000048234	Rnf149	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000050967	Creg2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057173	Rfx8	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091937	Gm3646	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026074	Map4k4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026073	Il1r2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026072	Il1r1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000070942	Il1rl2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026069	Il1rl1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026070	Il18r1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026068	Il18rap	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026065	Slc9a4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026062	Slc9a2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041945	Mfsd9	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000079588	Tmem182	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045515	Pou3f3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	-0.837823754533694	1.024110090036e-05	NA	NA	NA	NA	NA	NA
ENSMUSG00000060679	Mrps9	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041907	Gpr45	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000070939	Tgfbrap1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000010290	AI597479	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000008136	Fhl2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000066877	Nck2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026051	Ecrg4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057363	Uxs1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041763	Tpp2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047343	Mettl21c	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091844	Gm8251	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026049	Tex30	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026047	Poglut2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041684	Bivm	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026048	Ercc5	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046828	Mettl21e	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000056870	Gulp1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026043	Col3a1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026042	Col5a2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025995	Wdr75	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000098549	Gm5269	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025993	Slc40a1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	-0.805177925678132	0.00956528085706866	NA	NA	NA	NA	NA	NA
ENSMUSG00000041144	Dnah7b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000101337	Dnah7c	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025986	Slc39a10	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026109	Tmeff2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	-1.01237569893929	2.32724702425476e-05	NA	NA	NA	NA	NA	NA
ENSMUSG00000045954	Cavin2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)_Del(CBS1-4)	NA	NA	-0.652306775879176	0.000906378624942	NA	NA	-0.645465775610042	0.0207590042385383	NA	NA
ENSMUSG00000026107	Nabp1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000018417	Myo1b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062939	Stat4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026104	Stat1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026103	Gls	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002881	Nab1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000043015	Nemp2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041439	Mfsd6	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026102	Inpp1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041426	Hibch	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000043629	1700019D03Rik	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026100	Mstn	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000060715	1700019A02Rik	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026098	Pms1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026097	Ormdl1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026096	Osgepl1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026095	Asnsd1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000117809	Gm50478	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096141	Dnah7a	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026094	Stk17b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042807	Hecw2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025983	Ccdc150	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041303	Gtf3c3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000109809	Gm34066	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073678	Pgap1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052331	Ankrd44	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025982	Sf3b1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025981	Coq10b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025980	Hspd1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073676	Hspe1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025979	Mob4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025978	Rftn2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046994	Mars2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025977	Boll	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038349	Plcl1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045336	Hsfy2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038331	Satb2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038323	1700066M21Rik	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000048495	Tyw5	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025971	Maip1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038305	Spats2l	chr1	protein_coding	Del(CBS1-2)_Del(CBS1-4)	NA	NA	-0.59257953198294	6.10306255230429e-06	NA	NA	-0.746573903778448	6.37593207642979e-05	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054770	Kctd18	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026039	Sgo2a	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000063558	Aox1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000064294	Aox3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038242	Aox4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000079554	Aox2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051223	Bzw1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026034	Clk1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026035	Ppil3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026036	Nif3l1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026037	Orc2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038174	Fam126b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026032	Ndufb3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047528	Flacc1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026031	Cflar	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026029	Casp8	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026028	Trak2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026027	Stradb	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000072295	C2cd6	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000038079	Tmem237	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000079550	Mpp4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026024	Als2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026023	Cdk15	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041075	Fzd7	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047361	Gm973	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026021	Sumo1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026020	Nop58	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000067336	Bmpr2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041040	Fam117b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026018	Ica1l	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026019	Wdr12	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026017	Carf	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073664	Nbeal1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000049439	Cyp20a1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026782	Abi2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026014	Raph1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026012	Cd28	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026011	Ctla4	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000026009	Icos	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052062	Pard3b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025969	Nrp2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040865	Ino80d	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025968	Ndufs1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025967	Eef1b2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046856	Gpr1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000027520	Zdbf2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025964	Adam23	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000115378	Gm39653	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069085	Dytn	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025963	Mdh1b	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025962	Fastkd2	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025961	4933402D24Rik	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025959	Klf7	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025958	Creb1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025956	Mettl21a	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000070871	Ccnyl1	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045005	Fzd5	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051344	Plekhm3	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025955	Akr1cl	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000070870	Cryge	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000067299	Crygd	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025952	Crygc	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073658	Crygb	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000044429	Cryga	chr1	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
